,hour,SegmentOffer,SegmentDispatch,SegmentEmissions,MaxDual,MinDual,Zone,LMP,MarginalCost,Profit,PreviousOffer
301_CT_3-2,10,29.286315,0.000000,0.000000,296.972431,0.000000,301,23.206703,29.286315,-0.0,29.286315
301_CT_3-3,10,43.742887,0.000000,0.000000,282.515860,0.000000,301,23.206703,43.742887,-0.0,43.742887
301_CT_4-0,10,28.469999,0.000000,0.000000,297.788747,0.000000,301,23.206703,28.469999,-0.0,28.469999
301_CT_4-1,10,28.469999,0.000000,0.000000,297.788747,0.000000,301,23.206703,28.469999,-0.0,28.469999
301_CT_4-2,10,29.286315,0.000000,0.000000,296.972431,0.000000,301,23.206703,29.286315,-0.0,29.286315
301_CT_4-3,10,43.742887,0.000000,0.000000,282.515860,0.000000,301,23.206703,43.742887,-0.0,43.742887
302_CT_1-0,10,87.255791,0.000000,0.000000,1078.752911,0.000000,302,23.206703,87.255791,-0.0,87.255791
302_CT_1-1,10,87.255791,0.000000,0.000000,1078.752911,0.000000,302,23.206703,87.255791,-0.0,87.255791
302_CT_1-2,10,99.695770,0.000000,0.000000,1066.312932,0.000000,302,23.206703,99.695770,-0.0,99.695770
302_CT_1-3,10,105.367241,0.000000,0.000000,1060.641461,0.000000,302,23.206703,105.367241,-0.0,105.367241
302_CT_2-0,10,87.255791,0.000000,0.000000,1078.752911,0.000000,302,23.206703,87.255791,-0.0,87.255791
302_CT_2-1,10,87.255791,0.000000,0.000000,1078.752911,0.000000,302,23.206703,87.255791,-0.0,87.255791
302_CT_2-2,10,99.695770,0.000000,0.000000,1066.312932,0.000000,302,23.206703,99.695770,-0.0,99.695770
302_CT_2-3,10,105.367241,0.000000,0.000000,1060.641461,0.000000,302,23.206703,105.367241,-0.0,105.367241
302_CT_3-0,10,33.791603,0.000000,0.000000,1132.217099,0.000000,302,23.206703,33.791603,-0.0,33.791603
302_CT_3-1,10,33.791603,0.000000,0.000000,1132.217099,0.000000,302,23.206703,33.791603,-0.0,33.791603
302_CT_3-2,10,38.382410,0.000000,0.000000,1127.626292,0.000000,302,23.206703,38.382410,-0.0,38.382410
302_CT_3-3,10,38.635080,0.000000,0.000000,1127.373623,0.000000,302,23.206703,38.635080,-0.0,38.635080
302_CT_4-0,10,33.791603,0.000000,0.000000,1132.217099,0.000000,302,23.206703,33.791603,-0.0,33.791603
302_CT_4-1,10,33.791603,0.000000,0.000000,1132.217099,0.000000,302,23.206703,33.791603,-0.0,33.791603
302_CT_4-2,10,38.382410,0.000000,0.000000,1127.626292,0.000000,302,23.206703,38.382410,-0.0,38.382410
302_CT_4-3,10,38.635080,0.000000,0.000000,1127.373623,0.000000,302,23.206703,38.635080,-0.0,38.635080
307_CT_1-0,10,27.894691,0.000000,0.000000,0.000000,27.894691,307,23.206703,27.894691,-0.0,27.894691
307_CT_1-1,10,27.894691,0.000000,0.000000,0.000000,27.894691,307,23.206703,27.894691,-0.0,27.894691
307_CT_1-2,10,29.220233,0.000000,0.000000,0.000000,29.220233,307,23.206703,29.220233,-0.0,29.220233
307_CT_1-3,10,35.474770,0.000000,0.000000,0.000000,35.474770,307,23.206703,35.474770,-0.0,35.474770
307_CT_2-0,10,27.894691,0.000000,0.000000,0.000000,27.894691,307,23.206703,27.894691,-0.0,27.894691
307_CT_2-1,10,27.894691,0.000000,0.000000,0.000000,27.894691,307,23.206703,27.894691,-0.0,27.894691
307_CT_2-2,10,29.220233,0.000000,0.000000,0.000000,29.220233,307,23.206703,29.220233,-0.0,29.220233
307_CT_2-3,10,35.474770,0.000000,0.000000,0.000000,35.474770,307,23.206703,35.474770,-0.0,35.474770
313_CC_1-0,10,15.731579,170.000000,36.823878,659.564432,0.000000,313,23.206703,15.731579,1270.7710800000002,15.731579
313_CC_1-1,10,15.731579,61.666667,13.357681,659.564432,0.000000,313,23.206703,15.731579,460.965982491708,15.731579
313_CC_1-2,10,26.755735,0.000000,0.000000,648.540276,0.000000,313,23.206703,26.755735,-0.0,26.755735
313_CC_1-3,10,33.752731,0.000000,0.000000,641.543280,0.000000,313,23.206703,33.752731,-0.0,33.752731
315_STEAM_1-0,10,75.436777,0.000000,0.000000,570.512605,0.000000,315,23.206703,75.436777,-0.0,75.436777
315_STEAM_1-1,10,75.436777,0.000000,0.000000,570.512605,0.000000,315,23.206703,75.436777,-0.0,75.436777
315_STEAM_1-2,10,100.399529,0.000000,0.000000,545.549852,0.000000,315,23.206703,100.399529,-0.0,100.399529
315_STEAM_1-3,10,124.099655,0.000000,0.000000,521.849726,0.000000,315,23.206703,124.099655,-0.0,124.099655
315_STEAM_2-0,10,75.436777,0.000000,0.000000,570.512605,0.000000,315,23.206703,75.436777,-0.0,75.436777
315_STEAM_2-1,10,75.436777,0.000000,0.000000,570.512605,0.000000,315,23.206703,75.436777,-0.0,75.436777
315_STEAM_2-2,10,100.399529,0.000000,0.000000,545.549852,0.000000,315,23.206703,100.399529,-0.0,100.399529
315_STEAM_2-3,10,124.099655,0.000000,0.000000,521.849726,0.000000,315,23.206703,124.099655,-0.0,124.099655
315_STEAM_3-0,10,75.436777,0.000000,0.000000,570.512605,0.000000,315,23.206703,75.436777,-0.0,75.436777
315_STEAM_3-1,10,75.436777,0.000000,0.000000,570.512605,0.000000,315,23.206703,75.436777,-0.0,75.436777
315_STEAM_3-2,10,100.399529,0.000000,0.000000,545.549852,0.000000,315,23.206703,100.399529,-0.0,100.399529
315_STEAM_3-3,10,124.099655,0.000000,0.000000,521.849726,0.000000,315,23.206703,124.099655,-0.0,124.099655
315_STEAM_4-0,10,75.436777,0.000000,0.000000,570.512605,0.000000,315,23.206703,75.436777,-0.0,75.436777
315_STEAM_4-1,10,75.436777,0.000000,0.000000,570.512605,0.000000,315,23.206703,75.436777,-0.0,75.436777
315_STEAM_4-2,10,100.399529,0.000000,0.000000,545.549852,0.000000,315,23.206703,100.399529,-0.0,100.399529
315_STEAM_4-3,10,124.099655,0.000000,0.000000,521.849726,0.000000,315,23.206703,124.099655,-0.0,124.099655
315_STEAM_5-0,10,75.436777,0.000000,0.000000,570.512605,0.000000,315,23.206703,75.436777,-0.0,75.436777
315_STEAM_5-1,10,75.436777,0.000000,0.000000,570.512605,0.000000,315,23.206703,75.436777,-0.0,75.436777
315_STEAM_5-2,10,100.399529,0.000000,0.000000,545.549852,0.000000,315,23.206703,100.399529,-0.0,100.399529
315_STEAM_5-3,10,124.099655,0.000000,0.000000,521.849726,0.000000,315,23.206703,124.099655,-0.0,124.099655
315_CT_6-0,10,26.401998,0.000000,0.000000,619.547383,0.000000,315,23.206703,26.401998,-0.0,26.401998
315_CT_6-1,10,26.401998,0.000000,0.000000,619.547383,0.000000,315,23.206703,26.401998,-0.0,26.401998
315_CT_6-2,10,26.895675,0.000000,0.000000,619.053706,0.000000,315,23.206703,26.895675,-0.0,26.895675
315_CT_6-3,10,31.855768,0.000000,0.000000,614.093614,0.000000,315,23.206703,31.855768,-0.0,31.855768
315_CT_7-0,10,26.401998,0.000000,0.000000,619.547383,0.000000,315,23.206703,26.401998,-0.0,26.401998
315_CT_7-1,10,26.401998,0.000000,0.000000,619.547383,0.000000,315,23.206703,26.401998,-0.0,26.401998
315_CT_7-2,10,26.895675,0.000000,0.000000,619.053706,0.000000,315,23.206703,26.895675,-0.0,26.895675
315_CT_7-3,10,31.855768,0.000000,0.000000,614.093614,0.000000,315,23.206703,31.855768,-0.0,31.855768
315_CT_8-0,10,26.401998,0.000000,0.000000,619.547383,0.000000,315,23.206703,26.401998,-0.0,26.401998
315_CT_8-1,10,26.401998,0.000000,0.000000,619.547383,0.000000,315,23.206703,26.401998,-0.0,26.401998
315_CT_8-2,10,26.895675,0.000000,0.000000,619.053706,0.000000,315,23.206703,26.895675,-0.0,26.895675
315_CT_8-3,10,31.855768,0.000000,0.000000,614.093614,0.000000,315,23.206703,31.855768,-0.0,31.855768
316_STEAM_1-0,10,21.116646,62.000000,58.992715,750.046775,0.000000,316,23.206703,21.116646,129.5835340000001,21.116646
316_STEAM_1-1,10,21.116646,31.000000,29.496357,750.046775,0.000000,316,23.206703,21.116646,64.79176700000005,21.116646
316_STEAM_1-2,10,21.287879,31.000000,29.735541,749.875541,0.000000,316,23.206703,21.287879,59.48354400000002,21.287879
316_STEAM_1-3,10,27.274699,0.000000,0.000000,743.888722,0.000000,316,23.206703,27.274699,-0.0,27.274699
318_CC_1-0,10,26.845141,0.000000,0.000000,0.000000,26.845141,318,23.206703,26.845141,-0.0,26.845141
318_CC_1-1,10,26.845141,0.000000,0.000000,0.000000,26.845141,318,23.206703,26.845141,-0.0,26.845141
318_CC_1-2,10,27.276623,0.000000,0.000000,0.000000,27.276623,318,23.206703,27.276623,-0.0,27.276623
318_CC_1-3,10,31.529241,0.000000,0.000000,0.000000,31.529241,318,23.206703,31.529241,-0.0,31.529241
321_CC_1-0,10,22.732463,170.000000,53.211277,629.934145,0.000000,321,23.206703,22.732463,80.6208000000003,22.732463
321_CC_1-1,10,22.732463,61.666667,19.302130,629.934145,0.000000,321,23.206703,22.732463,29.244800158080107,22.732463
321_CC_1-2,10,25.908321,0.000000,0.000000,626.758287,0.000000,321,23.206703,25.908321,-0.0,25.908321
321_CC_1-3,10,33.947092,0.000000,0.000000,618.719516,0.000000,321,23.206703,33.947092,-0.0,33.947092
322_CT_5-0,10,23.334982,0.000000,0.000000,606.664740,0.000000,322,23.206703,23.334982,-0.0,23.334982
322_CT_5-1,10,23.334982,0.000000,0.000000,606.664740,0.000000,322,23.206703,23.334982,-0.0,23.334982
322_CT_5-2,10,26.499179,0.000000,0.000000,603.500543,0.000000,322,23.206703,26.499179,-0.0,26.499179
322_CT_5-3,10,27.894691,0.000000,0.000000,602.105031,0.000000,322,23.206703,27.894691,-0.0,27.894691
322_CT_6-0,10,23.334982,0.000000,0.000000,606.664740,0.000000,322,23.206703,23.334982,-0.0,23.334982
322_CT_6-1,10,23.334982,0.000000,0.000000,606.664740,0.000000,322,23.206703,23.334982,-0.0,23.334982
322_CT_6-2,10,26.499179,0.000000,0.000000,603.500543,0.000000,322,23.206703,26.499179,-0.0,26.499179
322_CT_6-3,10,27.894691,0.000000,0.000000,602.105031,0.000000,322,23.206703,27.894691,-0.0,27.894691
323_CC_1-0,10,26.429209,0.000000,0.000000,20.206473,0.000000,323,23.206703,26.429209,-0.0,26.429209
323_CC_1-1,10,26.429209,0.000000,0.000000,20.206473,0.000000,323,23.206703,26.429209,-0.0,26.429209
323_CC_1-2,10,30.277557,0.000000,0.000000,16.358125,0.000000,323,23.206703,30.277557,-0.0,30.277557
323_CC_1-3,10,31.727490,0.000000,0.000000,14.908192,0.000000,323,23.206703,31.727490,-0.0,31.727490
323_CC_2-0,10,26.429209,0.000000,0.000000,20.206473,0.000000,323,23.206703,26.429209,-0.0,26.429209
323_CC_2-1,10,26.429209,0.000000,0.000000,20.206473,0.000000,323,23.206703,26.429209,-0.0,26.429209
323_CC_2-2,10,30.277557,0.000000,0.000000,16.358125,0.000000,323,23.206703,30.277557,-0.0,30.277557
323_CC_2-3,10,31.727490,0.000000,0.000000,14.908192,0.000000,323,23.206703,31.727490,-0.0,31.727490
114_SYNC_COND_1-0,10,0.000000,0.000000,0.000000,445.242467,0.000000,114,23.206703,0.000000,0.0,0.000000
114_SYNC_COND_1-1,10,0.000000,0.000000,0.000000,445.242467,0.000000,114,23.206703,0.000000,0.0,0.000000
114_SYNC_COND_1-2,10,0.000000,0.000000,0.000000,445.242467,0.000000,114,23.206703,0.000000,0.0,0.000000
114_SYNC_COND_1-3,10,0.000000,0.000000,0.000000,445.242467,0.000000,114,23.206703,0.000000,0.0,0.000000
121_NUCLEAR_1-0,10,8.103500,396.000000,0.000000,259.743798,0.000000,121,23.206703,8.103500,5980.868388,8.103500
121_NUCLEAR_1-1,10,8.103500,1.333333,0.000000,259.743798,0.000000,121,23.206703,8.103500,20.137598965599004,8.103500
121_NUCLEAR_1-2,10,8.103500,1.333334,0.000000,259.743798,0.000000,121,23.206703,8.103500,20.137614068802,8.103500
121_NUCLEAR_1-3,10,8.103500,1.333333,0.000000,259.743798,0.000000,121,23.206703,8.103500,20.137598965599004,8.103500
122_HYDRO_1-0,10,0.000000,12.300000,0.000000,0.000000,0.000000,122,23.206703,0.000000,285.44244690000005,0.000000
122_HYDRO_1-1,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_1-2,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_1-3,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_2-0,10,0.000000,12.300000,0.000000,0.000000,0.000000,122,23.206703,0.000000,285.44244690000005,0.000000
122_HYDRO_2-1,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_2-2,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_2-3,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_3-0,10,0.000000,12.300000,0.000000,0.000000,0.000000,122,23.206703,0.000000,285.44244690000005,0.000000
122_HYDRO_3-1,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_3-2,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_3-3,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_4-0,10,0.000000,12.300000,0.000000,0.000000,0.000000,122,23.206703,0.000000,285.44244690000005,0.000000
122_HYDRO_4-1,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_4-2,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_4-3,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_5-0,10,0.000000,12.300000,0.000000,0.000000,0.000000,122,23.206703,0.000000,285.44244690000005,0.000000
122_HYDRO_5-1,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_5-2,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_5-3,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_6-0,10,0.000000,12.300000,0.000000,0.000000,0.000000,122,23.206703,0.000000,285.44244690000005,0.000000
122_HYDRO_6-1,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_6-2,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
122_HYDRO_6-3,10,0.000000,0.000000,0.000000,0.000000,0.000000,122,23.206703,0.000000,0.0,0.000000
201_HYDRO_4-0,10,0.000000,9.100000,0.000000,124.199526,0.000000,201,23.206703,0.000000,211.1809973,0.000000
201_HYDRO_4-1,10,0.000000,0.000000,0.000000,124.199526,0.000000,201,23.206703,0.000000,0.0,0.000000
201_HYDRO_4-2,10,0.000000,0.000000,0.000000,124.199526,0.000000,201,23.206703,0.000000,0.0,0.000000
201_HYDRO_4-3,10,0.000000,0.000000,0.000000,124.199526,0.000000,201,23.206703,0.000000,0.0,0.000000
214_SYNC_COND_1-0,10,0.000000,0.000000,0.000000,0.000000,0.000000,214,23.206703,0.000000,0.0,0.000000
214_SYNC_COND_1-1,10,0.000000,0.000000,0.000000,0.000000,0.000000,214,23.206703,0.000000,0.0,0.000000
214_SYNC_COND_1-2,10,0.000000,0.000000,0.000000,0.000000,0.000000,214,23.206703,0.000000,0.0,0.000000
214_SYNC_COND_1-3,10,0.000000,0.000000,0.000000,0.000000,0.000000,214,23.206703,0.000000,0.0,0.000000
215_HYDRO_1-0,10,0.000000,9.100000,0.000000,646.448072,0.000000,215,23.206703,0.000000,211.1809973,0.000000
215_HYDRO_1-1,10,0.000000,0.000000,0.000000,646.448072,0.000000,215,23.206703,0.000000,0.0,0.000000
215_HYDRO_1-2,10,0.000000,0.000000,0.000000,646.448072,0.000000,215,23.206703,0.000000,0.0,0.000000
215_HYDRO_1-3,10,0.000000,0.000000,0.000000,646.448072,0.000000,215,23.206703,0.000000,0.0,0.000000
215_HYDRO_2-0,10,0.000000,9.100000,0.000000,646.448072,0.000000,215,23.206703,0.000000,211.1809973,0.000000
215_HYDRO_2-1,10,0.000000,0.000000,0.000000,646.448072,0.000000,215,23.206703,0.000000,0.0,0.000000
215_HYDRO_2-2,10,0.000000,0.000000,0.000000,646.448072,0.000000,215,23.206703,0.000000,0.0,0.000000
215_HYDRO_2-3,10,0.000000,0.000000,0.000000,646.448072,0.000000,215,23.206703,0.000000,0.0,0.000000
215_HYDRO_3-0,10,0.000000,9.100000,0.000000,646.448072,0.000000,215,23.206703,0.000000,211.1809973,0.000000
215_HYDRO_3-1,10,0.000000,0.000000,0.000000,646.448072,0.000000,215,23.206703,0.000000,0.0,0.000000
215_HYDRO_3-2,10,0.000000,0.000000,0.000000,646.448072,0.000000,215,23.206703,0.000000,0.0,0.000000
215_HYDRO_3-3,10,0.000000,0.000000,0.000000,646.448072,0.000000,215,23.206703,0.000000,0.0,0.000000
222_HYDRO_1-0,10,0.000000,9.100000,0.000000,0.000000,0.000000,222,23.206703,0.000000,211.1809973,0.000000
222_HYDRO_1-1,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_1-2,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_1-3,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_2-0,10,0.000000,9.100000,0.000000,0.000000,0.000000,222,23.206703,0.000000,211.1809973,0.000000
222_HYDRO_2-1,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_2-2,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_2-3,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_3-0,10,0.000000,9.100000,0.000000,0.000000,0.000000,222,23.206703,0.000000,211.1809973,0.000000
222_HYDRO_3-1,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_3-2,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_3-3,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_4-0,10,0.000000,9.100000,0.000000,0.000000,0.000000,222,23.206703,0.000000,211.1809973,0.000000
222_HYDRO_4-1,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_4-2,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_4-3,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_5-0,10,0.000000,9.100000,0.000000,0.000000,0.000000,222,23.206703,0.000000,211.1809973,0.000000
222_HYDRO_5-1,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_5-2,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_5-3,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_6-0,10,0.000000,9.100000,0.000000,0.000000,0.000000,222,23.206703,0.000000,211.1809973,0.000000
222_HYDRO_6-1,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_6-2,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
222_HYDRO_6-3,10,0.000000,0.000000,0.000000,0.000000,0.000000,222,23.206703,0.000000,0.0,0.000000
314_SYNC_COND_1-0,10,0.000000,0.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,0.0,0.000000
314_SYNC_COND_1-1,10,0.000000,0.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,0.0,0.000000
314_SYNC_COND_1-2,10,0.000000,0.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,0.0,0.000000
314_SYNC_COND_1-3,10,0.000000,0.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,0.0,0.000000
322_HYDRO_1-0,10,0.000000,26.300000,0.000000,629.999722,0.000000,322,23.206703,0.000000,610.3362889,0.000000
322_HYDRO_1-1,10,0.000000,0.000000,0.000000,629.999722,0.000000,322,23.206703,0.000000,0.0,0.000000
322_HYDRO_1-2,10,0.000000,0.000000,0.000000,629.999722,0.000000,322,23.206703,0.000000,0.0,0.000000
322_HYDRO_1-3,10,0.000000,0.000000,0.000000,629.999722,0.000000,322,23.206703,0.000000,0.0,0.000000
322_HYDRO_2-0,10,0.000000,26.300000,0.000000,629.999722,0.000000,322,23.206703,0.000000,610.3362889,0.000000
322_HYDRO_2-1,10,0.000000,0.000000,0.000000,629.999722,0.000000,322,23.206703,0.000000,0.0,0.000000
322_HYDRO_2-2,10,0.000000,0.000000,0.000000,629.999722,0.000000,322,23.206703,0.000000,0.0,0.000000
322_HYDRO_2-3,10,0.000000,0.000000,0.000000,629.999722,0.000000,322,23.206703,0.000000,0.0,0.000000
322_HYDRO_3-0,10,0.000000,26.300000,0.000000,629.999722,0.000000,322,23.206703,0.000000,610.3362889,0.000000
322_HYDRO_3-1,10,0.000000,0.000000,0.000000,629.999722,0.000000,322,23.206703,0.000000,0.0,0.000000
322_HYDRO_3-2,10,0.000000,0.000000,0.000000,629.999722,0.000000,322,23.206703,0.000000,0.0,0.000000
322_HYDRO_3-3,10,0.000000,0.000000,0.000000,629.999722,0.000000,322,23.206703,0.000000,0.0,0.000000
322_HYDRO_4-0,10,0.000000,26.300000,0.000000,629.999722,0.000000,322,23.206703,0.000000,610.3362889,0.000000
322_HYDRO_4-1,10,0.000000,0.000000,0.000000,629.999722,0.000000,322,23.206703,0.000000,0.0,0.000000
322_HYDRO_4-2,10,0.000000,0.000000,0.000000,629.999722,0.000000,322,23.206703,0.000000,0.0,0.000000
322_HYDRO_4-3,10,0.000000,0.000000,0.000000,629.999722,0.000000,322,23.206703,0.000000,0.0,0.000000
320_PV_1-0,10,0.000000,31.600000,0.000000,0.000000,0.000000,320,23.206703,0.000000,733.3318148000001,0.000000
320_PV_1-1,10,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.206703,0.000000,0.0,0.000000
320_PV_1-2,10,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.206703,0.000000,0.0,0.000000
320_PV_1-3,10,0.000000,0.000000,0.000000,0.000000,0.000000,320,23.206703,0.000000,0.0,0.000000
314_PV_1-0,10,0.000000,31.600000,0.000000,584.390808,0.000000,314,23.206703,0.000000,733.3318148000001,0.000000
314_PV_1-1,10,0.000000,0.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,0.0,0.000000
314_PV_1-2,10,0.000000,0.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,0.0,0.000000
314_PV_1-3,10,0.000000,0.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,0.0,0.000000
314_PV_2-0,10,0.000000,33.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,765.821199,0.000000
314_PV_2-1,10,0.000000,0.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,0.0,0.000000
314_PV_2-2,10,0.000000,0.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,0.0,0.000000
314_PV_2-3,10,0.000000,0.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,0.0,0.000000
313_PV_1-0,10,0.000000,46.600000,0.000000,675.296011,0.000000,313,23.206703,0.000000,1081.4323598,0.000000
313_PV_1-1,10,0.000000,0.000000,0.000000,675.296011,0.000000,313,23.206703,0.000000,0.0,0.000000
313_PV_1-2,10,0.000000,0.000000,0.000000,675.296011,0.000000,313,23.206703,0.000000,0.0,0.000000
313_PV_1-3,10,0.000000,0.000000,0.000000,675.296011,0.000000,313,23.206703,0.000000,0.0,0.000000
314_PV_3-0,10,0.000000,59.700000,0.000000,584.390808,0.000000,314,23.206703,0.000000,1385.4401691,0.000000
314_PV_3-1,10,0.000000,0.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,0.0,0.000000
314_PV_3-2,10,0.000000,0.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,0.0,0.000000
314_PV_3-3,10,0.000000,0.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,0.0,0.000000
314_PV_4-0,10,0.000000,33.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,765.821199,0.000000
314_PV_4-1,10,0.000000,0.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,0.0,0.000000
314_PV_4-2,10,0.000000,0.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,0.0,0.000000
314_PV_4-3,10,0.000000,0.000000,0.000000,584.390808,0.000000,314,23.206703,0.000000,0.0,0.000000
313_PV_2-0,10,0.000000,50.200000,0.000000,675.296011,0.000000,313,23.206703,0.000000,1164.9764906,0.000000
313_PV_2-1,10,0.000000,0.000000,0.000000,675.296011,0.000000,313,23.206703,0.000000,0.0,0.000000
313_PV_2-2,10,0.000000,0.000000,0.000000,675.296011,0.000000,313,23.206703,0.000000,0.0,0.000000
313_PV_2-3,10,0.000000,0.000000,0.000000,675.296011,0.000000,313,23.206703,0.000000,0.0,0.000000
310_PV_1-0,10,0.000000,32.700000,0.000000,947.257652,0.000000,310,23.206703,0.000000,758.8591881000001,0.000000
310_PV_1-1,10,0.000000,0.000000,0.000000,947.257652,0.000000,310,23.206703,0.000000,0.0,0.000000
310_PV_1-2,10,0.000000,0.000000,0.000000,947.257652,0.000000,310,23.206703,0.000000,0.0,0.000000
310_PV_1-3,10,0.000000,0.000000,0.000000,947.257652,0.000000,310,23.206703,0.000000,0.0,0.000000
324_PV_1-0,10,0.000000,33.300000,0.000000,185.059312,0.000000,324,23.206703,0.000000,772.7832099,0.000000
324_PV_1-1,10,0.000000,0.000000,0.000000,185.059312,0.000000,324,23.206703,0.000000,0.0,0.000000
324_PV_1-2,10,0.000000,0.000000,0.000000,185.059312,0.000000,324,23.206703,0.000000,0.0,0.000000
324_PV_1-3,10,0.000000,0.000000,0.000000,185.059312,0.000000,324,23.206703,0.000000,0.0,0.000000
312_PV_1-0,10,0.000000,55.600000,0.000000,406.145336,0.000000,312,23.206703,0.000000,1290.2926868000002,0.000000
312_PV_1-1,10,0.000000,0.000000,0.000000,406.145336,0.000000,312,23.206703,0.000000,0.0,0.000000
312_PV_1-2,10,0.000000,0.000000,0.000000,406.145336,0.000000,312,23.206703,0.000000,0.0,0.000000
312_PV_1-3,10,0.000000,0.000000,0.000000,406.145336,0.000000,312,23.206703,0.000000,0.0,0.000000
310_PV_2-0,10,0.000000,30.700000,0.000000,947.257652,0.000000,310,23.206703,0.000000,712.4457821,0.000000
310_PV_2-1,10,0.000000,0.000000,0.000000,947.257652,0.000000,310,23.206703,0.000000,0.0,0.000000
310_PV_2-2,10,0.000000,0.000000,0.000000,947.257652,0.000000,310,23.206703,0.000000,0.0,0.000000
